3494	3544	3461	3512	3422	3331	3392	3440	2047	4095	3769	3715	3638	3662	4095	4095
3495	3545	3463	3514	3423	3333	3393	3441	2047	4095	3770	3716	3639	3662	4095	4095
3494	3544	3462	3512	3423	3332	3393	3441	2047	4095	3771	3717	3639	3661	4095	4095
3494	3544	3462	3513	3423	3333	3393	3441	2047	4095	3770	3716	3639	3661	4095	4095
3495	3546	3463	3514	3423	3333	3393	3441	2047	4095	3771	3715	3638	3662	4095	4095
3494	3545	3462	3513	3423	3332	3393	3441	2047	4095	3770	3716	3639	3662	4095	4095
3495	3545	3463	3513	3423	3332	3393	3440	2047	4095	3770	3716	3639	3663	4095	4095
3494	3544	3462	3513	3423	3332	3393	3441	2047	4095	3770	3716	3640	3663	4095	4095
3495	3545	3463	3513	3423	3332	3393	3440	2047	4095	3771	3717	3638	3662	4095	4095
3494	3544	3462	3513	3423	3333	3393	3441	2047	4095	3771	3716	3639	3662	4095	4095
3495	3545	3463	3513	3423	3332	3393	3441	2047	4095	4095	3727	3641	3663	4095	4095
3494	3545	3462	3513	3423	3332	3392	3440	2047	4095	3772	3716	3639	3662	4095	4095
3494	3545	3462	3512	3422	3331	3393	3440	2047	4095	4095	3727	3640	3663	4095	4095
3495	3545	3462	3513	3423	3332	3393	3441	2047	4095	3770	3715	3638	3662	4095	4095
3495	3545	3463	3513	3422	3332	3393	3441	2047	4095	3772	3717	3640	3663	4095	4095
3495	3545	3463	3513	3423	3333	3394	3441	2047	4095	3771	3717	3639	3662	4095	4095
3494	3545	3462	3512	3423	3332	3393	3441	2047	4095	3771	3717	3639	3663	4095	4095
3494	3544	3462	3512	3421	3332	3392	3440	2047	4095	3771	3728	3640	3663	4095	4095
3494	3545	3462	3513	3422	3332	3393	3440	2047	4095	3771	3717	3639	3662	4095	4095
3494	3544	3462	3512	3423	3332	3392	3440	2047	4095	3771	3716	3639	3663	4095	4095
3494	3544	3462	3513	3422	3332	3393	3440	2047	4095	4095	3727	3640	3663	4095	4095
3494	3545	3463	3513	3423	3332	3393	3441	2047	4095	4095	3726	3640	3663	4095	4095
3495	3545	3462	3513	3423	3333	3393	3441	2047	4095	3769	3715	3639	3662	4095	4095
3495	3545	3463	3512	3423	3332	3394	3441	2047	4095	3770	3716	3639	3662	4095	4095
3494	3544	3462	3512	3423	3332	3393	3440	2047	4095	3770	3716	3639	3662	4095	4095
3495	3545	3463	3513	3423	3332	3394	3442	2047	4095	3770	3716	3639	3663	4095	4095
3495	3544	3462	3513	3422	3332	3392	3441	2047	4095	3770	3729	3641	3663	4095	4095
3494	3544	3462	3512	3423	3333	3393	3441	2047	4095	3770	3716	3639	3662	4095	4095
3495	3544	3462	3513	3423	3333	3393	3441	2047	4095	3771	3716	3639	3663	4095	4095
3494	3545	3462	3513	3423	3333	3393	3441	2047	4095	3772	3717	3639	3662	4095	4095
3494	3545	3462	3513	3422	3332	3393	3441	2047	4095	3770	3715	3639	3662	4095	4095
3495	3545	3462	3513	3422	3332	3393	3440	2047	4095	3772	3716	3640	3663	4095	4095
3494	3545	3462	3513	3423	3332	3393	3441	2047	4095	3771	3716	3639	3662	4095	4095
3493	3544	3461	3512	3422	3331	3392	3440	2047	4095	3771	3718	3639	3662	4095	4095
3494	3544	3461	3512	3423	3333	3393	3441	2047	4095	3771	3717	3639	3662	4095	4095
3495	3545	3462	3512	3423	3332	3393	3441	2047	4095	3770	3716	3640	3663	4095	4095
3494	3545	3462	3513	3423	3333	3394	3441	2047	4095	4095	3727	3641	3663	4095	4095
3494	3545	3462	3513	3422	3332	3392	3439	2047	4095	3770	3716	3639	3662	4095	4095
3495	3545	3463	3513	3423	3332	3393	3441	2047	4095	3771	3716	3639	3663	4095	4095
3495	3545	3462	3513	3423	3333	3392	3441	2047	4095	3771	3716	3639	3663	4095	4095
3494	3544	3461	3512	3422	3332	3392	3440	2047	4095	3771	3716	3639	3663	4095	4095
3495	3545	3463	3514	3423	3332	3393	3441	2047	4095	3770	3717	3639	3662	4095	4095
3495	3545	3462	3513	3422	3332	3393	3440	2047	4095	3770	3717	3639	3662	4095	4095
3494	3544	3461	3512	3422	3332	3392	3440	2047	4095	3772	3716	3639	3662	4095	4095
3494	3544	3462	3512	3423	3332	3393	3441	2047	4095	3771	3716	3639	3662	4095	4095
3495	3545	3463	3513	3423	3333	3393	3441	2047	4095	3770	3715	3639	3662	4095	4095
3494	3546	3463	3513	3423	3332	3393	3440	2047	4095	3769	3715	3639	3662	4095	4095
3495	3545	3462	3513	3423	3332	3392	3440	2047	4095	3770	3716	3639	3662	4095	4095
3494	3544	3462	3512	3422	3332	3393	3440	2047	4095	3771	3717	3639	3663	4095	4095
3494	3544	3461	3512	3422	3332	3392	3440	2047	4095	3770	3716	3640	3663	4095	4095
3495	3544	3462	3513	3422	3332	3393	3441	2047	4095	3771	3717	3640	3663	4095	4095
3494	3545	3462	3513	3423	3332	3392	3441	2047	4095	3772	3716	3639	3663	4095	4095
